Short_Name,School_ID,the_geom,Address,Zip,Lat,Long,Network,Governance,Grade_Cat,Grades,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
MAGIC JOHNSON - HUMBOLDT PK HS,610580,POINT (-87.68788899354239 41.90292503158993),2421 W. Division,60622,41.902925,-87.687889,Options,ALOP,HS,"9, 10, 11, 12",1(773)276-0620,5,WEST TOWN,26,Roberto Maldonado
GREAT LAKES,400168,POINT (-87.55990690198568 41.74267138138489),8401 S Saginaw Ave,60617,41.742671,-87.559907,Charter,Charter,ES,"K, 1, 2",1(773)503-3040,12,SOUTH CHICAGO,7,Natashia Holmes
CAMELOT SAFE ES,610572,POINT (-87.55051275939341 41.75311714108796),7877 S Coles Ave,60603,41.753117,-87.550513,Options,Safe,ES,"4, 5, 6, 7, 8",1(773)902-2487,12,SOUTH SHORE,7,Natashia Holmes
ALCOTT ES,609774,POINT (-87.64641313687183 41.9298498518581),2625 N Orchard St,60614,41.92985,-87.646413,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5460,4,LINCOLN PARK,43,Michele Smith
SPRY ES,610184,POINT (-87.70018447189595 41.84774672195404),2400 S Marshall Blvd,60623,41.847747,-87.700184,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1700,7,SOUTH LAWNDALE,12,George A. Cardenas
OGDEN ES,610101,POINT (-87.62929656996623 41.899976489128576),24 W Walton St,60610,41.899976,-87.629297,Network 6,District,ES,"K, 1, 2, 3, 4, 5",1(773)534-8110,6,NEAR NORTH SIDE,2,Bob Fioretti
DISNEY II ES,610515,POINT (-87.73067837579401 41.950460504979596),3815 N Kedvale Ave,60641,41.950461,-87.730678,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)534-3750,1,IRVING PARK,45,John Arena
CAMELOT SAFE HS,610573,POINT (-87.55180355213128 41.75311490082064),7877 S Coles Ave,60603,41.753115,-87.551804,Options,Safe,HS,"9, 10, 11, 12",1(773)902-2487,12,SOUTH SHORE,7,Natashia Holmes
CAMELOT SAFE - GARFIELD HS,610585,POINT (-87.73948468858828 41.884503267058406),230 N. Kolmar Ave,60624,41.884503,-87.739485,Options,Safe,HS,"9, 10, 11, 12",TBD,5,WEST GARFIELD PARK,28,Jason C. Ervin
MAGIC JOHNSON - BRAINERD HS,610581,POINT (-87.66313972969736 41.73149230200658),8908 S. Ashland Ave,60620,41.731492,-87.66314,Options,ALOP,HS,"9, 10, 11, 12",1(773)238-2677,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
CAMELOT SAFE - GARFIELD ES,610584,POINT (-87.73948390563437 41.883605683825145),230 N. Kolmar Ave,60624,41.883606,-87.739484,Options,Safe,ES,"6, 7, 8",TBD,5,WEST GARFIELD PARK,28,Jason C. Ervin
ASPIRA - BUSINESS & FINANCE HS,400172,POINT (-87.71820414383802 41.93572646632058),2989 N. Milwaukee Ave,60618,41.935726,-87.718204,Charter,Charter,HS,9,1(773)252-0970,4,AVONDALE,30,Ariel E. Reboyras
MOVING EVEREST,400178,POINT (-87.75542435402248 41.888262580706225),416 N. Laramie Ave,60644,41.888259,-87.755281,Charter,Charter,ES,"K, 1",TBD,3,AUSTIN,37,Emma M. Mitts
